Record ID,region,PopulationServed (Q5),PublicorPrivate (Q6),PublicOwned (Q8),PublicOwned (Q8SPECIFIED_4),Private (Q9),Private (Q9SPECIFIED_5),CorporatehealthsystemSupport (Q10),ServicesProvided (Q11_1),ServicesProvided (Q11_2),ServicesProvided (Q11_3),ServicesProvided (Q11_4),Compensation (Q89),VolunteerStaffCompensation (Q14_1),VolunteerStaffCompensation (Q14_2),VolunteerStaffCompensation (Q14_3),VolunteerStaffCompensation (Q14_4),VolunteerStaffCompensation (Q14_5),VolunteerStaffCompensation (Q14SPECIFIED_4),UsingEMRs (Q15),CompensationEMSstaff (Q16),WorkforceSustainability (Q76),ActiveStaff (Q18),RecruitmentPlan (Q19),RecruitmentofNewStaff (Q20),CrossTraining (Q21),Obstacles (Q22_1),Obstacles (Q22_2),Obstacles (Q22_3),Obstacles (Q22_4),Obstacles (Q22_5),Obstacles (Q22_6),Obstacles (Q22_7),Obstacles (Q22_8),Obstacles (Q22_9),Obstacles (Q22_10),Obstacles (Q22_11),Obstacles (Q22_12),Obstacles (Q22SPECIFIED_12),RetentionStrategy (Q23),ExistingStaff (Q24),Obstacles (Q25_1),Obstacles (Q25_2),Obstacles (Q25_3),Obstacles (Q25_4),Obstacles (Q25_5),Obstacles (Q25_6),Obstacles (Q25_7),Obstacles (Q25_8),Obstacles (Q25_9),Obstacles (Q25_10),Obstacles (Q25_11),Obstacles (Q25_12),Obstacles (Q25_13),Obstacles (Q25_14),Obstacles (Q25SPECIFIED_14),Leadership (Q26),Managers (Q27),DifficultyManaging (Q28_1),DifficultyManaging (Q28_2),DifficultyManaging (Q28_3),DifficultyManaging (Q28_4),DifficultyManaging (Q28_5),DifficultyManaging (Q28_6),DifficultyManaging (Q28_7),DifficultyManaging (Q28_8),DifficultyManaging (Q28_9),DifficultyManaging (Q28_10),DifficultyManaging (Q28_11),DifficultyManaging (Q28_12),DifficultyManaging (Q28_13),DifficultyManaging (Q28_14),DifficultyManaging (Q28_15),PercentageofShifts (Q30),Shifts (Q31_A_1),Shifts (Q31_A_2),Shifts (Q31_A_3),Shifts (Q31_A_4),Shifts (Q31_A_5),Shifts (Q31_A_6),Shifts (Q31_A_7),Shifts (Q31_A_8),Shifts (Q31_A_9),Shifts (Q31_A_10),Shifts (Q31_A_11),Shifts (Q31_A_12)
636022076601686035,Northeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Combination of volunteer and paid staff,-,-,Staff are paid a flat rate per run,-,-,NA,No,Same,No,Size of the active staff has not changed,No,Somewhat,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,Lack of recognition,-,Employer does not allow staff to leave work for a call,-,-,-,-,Dissatisfaction with job duties,Other (please specify),Dissatisfaction with the new management layout,No,Yes,Recruitment,Retention,-,-,Staffing the schedule,-,Continuing education requirements for staff,-,-,-,-,Maintaining updated technology,-,Maintaining updated technology,-,75-99%,-,-,-,-,-,-,-,-,-,Weekdays,Weekends,Holidays
636002148108648610,Northeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,No,Decreased,Yes,Yes,Yes,-,Lack of availability,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Always,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,-,-,-,Community is too isolated,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
636003185886483820,Northeast,"5,000 – 9,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,Part-time advanced life support,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,-,-,NA,No,Unknown,Yes,Decreased,No,Somewhat,Yes,-,-,-,-,-,-,Inadequate pay or benefits,-,-,-,-,Other (please specify):,primary staffing through the local hospital (similar to temp agency),No,Sometimes,-,-,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
635997153793950406,Northeast,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,NA,No,Decreased,No,Yes,Yes,-,-,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Never,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,-,-,-,-,-,Too many runs or transports,-,-,-,-,-,NA,No,Yes,-,-,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,0-24%,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays
635991797609361177,Northeast,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Same,No,Decreased,No,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,-,-,NA,Yes,Always,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,-,Too few runs or transports,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,75-99%,Weekdays,Weekends,-,Weekdays,Weekends,-,Weekdays,Weekends,-,Weekdays,Weekends,-
635997868123818526,Northeast,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,Basic life support,Advanced life support,Part-time advanced life support,-,Combination of volunteer and paid staff,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Better,No,Decreased,Yes,Yes,No,-,Lack of availability,Lack of trained candidates,-,-,-,-,Too few runs or transports,Too many runs or transports,-,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,Community is too isolated,-,Too many runs or transports,Too few runs or transports,-,-,-,-,NA,Yes,Yes,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,50-74%,-,-,Holidays,-,-,Holidays,-,-,Holidays,Weekdays,-,Holidays
635997222330477879,Northeast,"10,000 – 14,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,Advanced life support,Part-time advanced life support,-,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Worse,Yes,Increased,Yes,Somewhat,Yes,Lack of interest,-,Lack of trained candidates,-,Training programs are too expensive,-,Inadequate pay or benefits,Too few runs or transports,-,-,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,Limited advancement opportunities,-,Community is too isolated,-,-,-,-,-,-,-,NA,Yes,Yes,Recruitment,Retention,Budget development,-,-,-,Continuing education requirements for staff,Maintaining equipment,Billing and reimbursement,Licensing requirements for the ambulance,Certification requirements for the staff,-,-,Maintaining updated technology,-,75-99%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,-,-,Holidays
636023160396489917,Northeast,"10,000 – 14,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,Advanced life support,-,-,Combination of volunteer and paid staff,-,Staff are paid by the hour on a run,Staff are paid a flat rate per run,-,-,NA,No,Better,Yes,Size of the active staff has not changed,No,Somewhat,Yes,Lack of interest,-,-,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,Lack of recognition,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,Managing staff,-,-,-,-,-,-,-,-,-,-,-,100%,-,-,-,-,-,-,Weekdays,-,-,Weekdays,-,-
636003838206244642,Northeast,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Better,Yes,Increased,Yes,No,No,-,-,Lack of trained candidates,-,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,-,-,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None of the above,100%,-,-,-,-,-,-,-,-,-,-,-,-
636003108793264835,Northeast,"15,000 or greater","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,-,Advanced life support,-,-,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Worse,No,Size of the active staff has not changed,Yes,Somewhat,Yes,-,Lack of availability,Lack of trained candidates,-,-,-,-,-,Too many runs or transports,Time commitment is too great,-,-,NA,Yes,Sometimes,-,-,-,Inadequate pay or benefits,-,-,Community is too isolated,-,-,-,-,-,-,Other (please specify),"better pay, and not as many medical calls at other fire departments",Yes,No,-,-,Budget development,-,-,-,Continuing education requirements for staff,-,-,-,-,Maintaining updated technology,-,Maintaining updated technology,-,100%,-,-,-,-,-,-,-,-,-,-,-,-
635996856886314420,Northeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Worse,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,Training programs are too far away,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,Childcare responsibilities,-,NA,No,Always,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,-,Too many runs or transports,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,Budget development,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,0-24%,Weekdays,-,Holidays,Weekdays,-,Holidays,Weekdays,-,Holidays,-,Weekends,Holidays
635997099431067070,Northeast,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,-,Staff are paid a flat rate per run,-,-,NA,Yes,Unknown,No,Increased,No,Yes,Yes,Lack of interest,-,Lack of trained candidates,Training programs are too time consuming,-,Training programs are too far away,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,Other (please specify),Move out of the area,No,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,Policy development and enforcement,-,-,75-99%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
635997800646622043,Northeast,"2,500 – 4,999","Public owned or operated (e.g. city, county authority or joint powers board)",Fire department based,NA,NA,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,-,-,-,NA,No,Better,Yes,Increased,Yes,Somewhat,Yes,-,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,-,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,-,-,-,Certification requirements for the staff,Maintaining updated technology,-,-,-,75-99%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,Weekends,-
635986540746174312,Northwest,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Same,No,Increased,Yes,Somewhat,Yes,-,Lack of availability,-,Training programs are too time consuming,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,Yes,-,-,-,-,Staffing the schedule,-,-,-,Billing and reimbursement,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
635997748962697518,Northwest,"Less than 2,500",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,-,Staff are paid a flat rate per run,-,-,NA,Yes,Unknown,No,Decreased,Yes,Yes,Yes,Lack of interest,Lack of availability,-,Training programs are too time consuming,-,-,-,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,-,-
635997762015356360,Northwest,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,No,Same,No,Decreased,Yes,Yes,Yes,-,Lack of availability,-,Training programs are too time consuming,Training programs are too expensive,Training programs are too far away,-,-,-,Time commitment is too great,-,-,NA,Yes,Always,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,Managing staff,Staffing the schedule,-,Continuing education requirements for staff,-,-,-,Certification requirements for the staff,-,Policy development and enforcement,-,-,75-99%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays
635999513574619895,Northwest,"Less than 2,500","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,-,-,-,Volunteer (receive no compensation at all),-,-,-,-,Staff are not paid,NA,Yes,Worse,No,Size of the active staff has not changed,Yes,Yes,No,Lack of interest,-,Lack of trained candidates,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,-,-,-,NA,No,Always,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,25-49%,-,-,-,-,-,-,Weekdays,-,-,Weekdays,-,-
635982706561838280,Northwest,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,Advanced life support,Part-time advanced life support,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,-,-,-,-,NA,No,Worse,Yes,Decreased,No,Somewhat,Yes,Lack of interest,Lack of availability,-,Training programs are too time consuming,-,-,Inadequate pay or benefits,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,Too many runs or transports,Too few runs or transports,-,-,-,Other (please specify),"People's lives are so busy that they just don't want to sacrifice their free time to take call, even if they can do it from home. Taking call limits their ability to do certain things or interrupts plans that have been made.",No,No,-,-,-,Managing staff,-,Medical direction,-,-,Billing and reimbursement,-,-,Maintaining updated technology,-,-,-,75-99%,Weekdays,-,Holidays,Weekdays,-,Holidays,Weekdays,-,Holidays,Weekdays,-,Holidays
635998452089267713,Northwest,"5,000 – 9,999","Public owned or operated (e.g. city, county authority or joint powers board)",Stand-alone city or county based ambulance service,NA,NA,NA,No,Basic life support,Advanced life support,Part-time advanced life support,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,-,-,-,-,NA,No,Worse,Yes,Decreased,No,Somewhat,Yes,Lack of interest,Lack of availability,-,-,-,-,Inadequate pay or benefits,Too few runs or transports,Too many runs or transports,Time commitment is too great,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,Lack of recognition,-,-,Too many runs or transports,Too few runs or transports,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,Medical direction,-,Maintaining equipment,Billing and reimbursement,-,-,Maintaining updated technology,-,Maintaining updated technology,-,100%,Weekdays,-,Holidays,Weekdays,-,Holidays,Weekdays,-,Holidays,Weekdays,-,Holidays
636003177317448478,Northwest,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,Basic life support,-,-,-,Volunteer/Paid; on-call compensation (on-call compensation); meets statutory definition of volunteer https://www.revisor.mn.gov/statutes/?id=144E.001#stat.144E.001.15,-,Staff are paid by the hour on a run,-,-,-,NA,No,Better,No,Size of the active staff has not changed,No,Yes,Yes,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,-,-,-,Childcare responsibilities,-,NA,No,Sometimes,Age: Older crew members retiring,-,Certification is too difficult to maintain,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,No,No,Recruitment,-,Budget development,-,-,Medical direction,Continuing education requirements for staff,Maintaining equipment,-,-,Certification requirements for the staff,Maintaining updated technology,Policy development and enforcement,-,-,0-24%,-,-,-,-,-,-,-,-,-,-,-,-
636003068053698445,Northwest,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,-,Advanced life support,-,Specialized life support,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Worse,No,Increased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,-,-,Medical direction,-,-,Billing and reimbursement,-,-,Maintaining updated technology,-,Maintaining updated technology,-,75-99%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays
635997931135875070,Northwest,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,Basic life support,Advanced life support,-,Specialized life support,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Same,No,Increased,Yes,Yes,Yes,Lack of interest,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,-,-,-,-,-,NA,Yes,Sometimes,Age: Older crew members retiring,-,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,-,-,-,-,-,-,NA,Yes,No,-,-,Budget development,-,Staffing the schedule,Medical direction,-,-,-,-,Certification requirements for the staff,Maintaining updated technology,-,Maintaining updated technology,-,75-99%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,Weekends,-
636016983824794813,Northwest,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,Basic life support,Advanced life support,-,Specialized life support,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Unknown,No,Decreased,No,Yes,No,-,Lack of availability,Lack of trained candidates,-,-,-,Inadequate pay or benefits,Too few runs or transports,-,Time commitment is too great,-,-,NA,Yes,Sometimes,-,-,-,Inadequate pay or benefits,Limited advancement opportunities,-,Community is too isolated,-,-,-,-,-,-,-,NA,No,No,Recruitment,-,-,-,Staffing the schedule,Medical direction,Continuing education requirements for staff,Maintaining equipment,-,-,-,-,-,-,-,50-74%,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,-,-,-
635997164422523950,Northwest,"5,000 – 9,999",Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,-,-,Part-time advanced life support,Specialized life support,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Same,Yes,Decreased,No,Yes,No,-,Lack of availability,-,Training programs are too time consuming,Training programs are too expensive,-,Inadequate pay or benefits,-,-,-,-,-,NA,No,Sometimes,-,-,-,Inadequate pay or benefits,-,-,-,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,Managing staff,-,-,Continuing education requirements for staff,-,-,-,-,-,-,-,-,100%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,Weekends,-
636003107034830122,Northwest,"2,500 – 4,999",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,Basic life support,-,-,Specialized life support,Combination of volunteer and paid staff,-,Staff are paid by the hour on a run,-,-,-,NA,Yes,Worse,No,Decreased,No,Yes,No,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,-,-,-,Time commitment is too great,-,-,NA,No,Sometimes,-,Excessive time commitment or scheduling conflicts,Certification is too difficult to maintain,Inadequate pay or benefits,-,-,Community is too isolated,-,-,-,-,-,-,-,NA,Yes,No,Recruitment,Retention,-,Managing staff,Staffing the schedule,-,-,-,-,-,-,Maintaining updated technology,Policy development and enforcement,-,-,75-99%,-,Weekends,Holidays,-,Weekends,Holidays,-,Weekends,Holidays,Weekdays,Weekends,Holidays
635986654830147938,Northwest,"10,000 – 14,999",Private or other non-profit owned or operated,NA,NA,For-profit / private company,NA,Yes,-,Advanced life support,-,-,Paid; hourly wage or salary,-,Staff are paid by the hour on a run,-,-,-,NA,No,Worse,Yes,Size of the active staff has not changed,Yes,Somewhat,No,-,Lack of availability,-,-,-,-,Inadequate pay or benefits,-,Too many runs or transports,Time commitment is too great,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,Inadequate pay or benefits,Limited advancement opportunities,-,-,-,Too many runs or transports,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,75-99%,-,-,Holidays,-,-,Holidays,-,-,Holidays,Weekdays,-,Holidays
635992651575557887,Northwest,"15,000 or greater",Private or other non-profit owned or operated,NA,NA,For-profit / private company,NA,Yes,Basic life support,Advanced life support,-,-,Paid; hourly wage or salary,-,-,-,-,-,NA,No,Same,Yes,Increased,Yes,Somewhat,No,-,-,-,-,-,-,-,-,-,Time commitment is too great,-,-,NA,Yes,Sometimes,-,Excessive time commitment or scheduling conflicts,-,-,-,-,-,-,-,-,-,-,-,-,NA,No,No,-,-,Budget development,Managing staff,-,-,-,-,-,-,-,-,-,-,-,75-99%,-,Weekends,-,-,Weekends,-,-,Weekends,-,-,Weekends,-
635985093107058970,Northwest,"5,000 – 9,999",Private or other non-profit owned or operated,NA,NA,For-profit / private company,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635997152279404555,Northwest,NA,Private or other non-profit owned or operated,NA,NA,Hospital,NA,Yes,-,Advanced life support,-,-,Combination of volunteer and paid staff,-,-,-,-,-,NA,No,Same,No,Decreased,No,Yes,No,-,Lack of availability,Lack of trained candidates,Training programs are too time consuming,Training programs are too expensive,-,-,-,-,Time commitment is too great,-,Other (please specify):,Rural area. Most seem to be looking for work in larger city.,No,Sometimes,-,-,-,Inadequate pay or benefits,Limited advancement opportunities,-,Community is too isolated,-,-,-,-,-,-,-,NA,No,No,Recruitment,Retention,-,-,Staffing the schedule,-,-,Maintaining equipment,-,-,-,-,-,-,-,100%,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,Weekdays,Weekends,Holidays,-,-,-
635997152374301510,Northwest,"Less than 2,500",Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,-,Advanced life support,-,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Same,No,Size of the active staff has not changed,Yes,Somewhat,Yes,Lack of interest,Lack of availability,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,-,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,-,Weekends,-
635997191898876868,Northwest,NA,Private or other non-profit owned or operated,NA,NA,Non-profit,NA,No,-,Advanced life support,-,-,Combination of volunteer and paid staff,Staff are paid a stipend while on-call,Staff are paid by the hour on a run,-,-,-,NA,Yes,Unknown,No,Size of the active staff has not changed,Yes,Somewhat,Yes,Lack of interest,-,Lack of trained candidates,Training programs are too time consuming,-,-,-,-,-,Time commitment is too great,Childcare responsibilities,-,NA,Yes,Sometimes,Age: Older crew members retiring,Excessive time commitment or scheduling conflicts,-,-,-,-,-,Employer does not allow staff to leave work for a call,-,-,-,-,-,-,NA,Yes,No,Recruitment,-,-,-,Staffing the schedule,-,-,-,-,-,Certification requirements for the staff,-,-,-,-,75-99%,-,-,-,-,-,-,-,-,-,Weekdays,-,-
